"","WKT","ID","NAME","NAME_EN","TYPE","point"
"2588","44.5189067492523 40.206372880443",51705,"","","bus_stop",4
"2589","44.5195896485313 40.2061956695833",51710,"Fast Credit","","bank/atm",10
"2590","44.5198824094824 40.206198413851",51711,"???????","Suliko","restaurant/cafe",6
"2591","44.5193763884828 40.2065887161955",51721,"","","bus_stop",4
"2592","44.5197917694702 40.2066707006703",51722,"""Alfa Pharm""","","healthcare",10
"2593","44.5198603109264 40.2066620562868",51723,"","","supermarket/shop(food)",10
"2594","44.520431280121 40.2066619190744",51725,"?????????????","ArmEconomBank","bank/atm",10
"2595","44.5205598290381 40.2066401708984",51726,"","","healthcare",10
"2596","44.5204055883039 40.2067679156051",51727,"","","bank/atm",10
"2597","44.5209182568365 40.2059628180628",51728,"????? ????","""Yerevan City""","supermarket/shop(food)",10
"2598","44.5213958910731 40.2061543683407",51729,"Nike","","sport/fitness",4
"2599","44.521161610447 40.2065938616675",51731,"????? ????? Mr. Gyros","Mr.Gyros","restaurant/cafe",6
"2600","44.5217542290399 40.206583090479",51732,"Finca","","bank/atm",10
"2601","44.520183075608 40.2090993857245",51739,"","","bus_stop",4
"2602","44.5202107437187 40.2092547044486",51740,"","","bus_stop",4
"2603","44.5222784858397 40.2056857827134",51748,"Ciccioli 106","","mall/shop(non-food)",14
"2604","44.5222670772356 40.2057069823381",51749,"","Marca Shoes 106","mall/shop(non-food)",14
"2605","44.5224787203166 40.2060837719725",51751,"Ucom","","mall/shop(non-food)",14
"2606","44.5227598930005 40.2061623953283",51752,"","","bus_stop",4
"2607","44.5226118506417 40.206477573904",51754,"ABB","","bank/atm",10
"2608","44.5227918730246 40.2059735893499",51755,"Unibank","","bank/atm",10
"2609","44.5229109896313 40.2059576039359",51756,"""Nur Tavern""","","restaurant/cafe",6
"2610","44.5232757056366 40.2064806611924",51763,"","","bus_stop",4
"2611","44.5247511884908 40.2064238550645",51765,"????? ?????","""Tashir Pizza""","restaurant/cafe",6
"2612","44.5255724283235 40.2045436688608",51768,"The Border Agency of Russia in Armenia","The Border Agency of Russia in Armenia","state institutions/NGO",4
"2613","44.5252962862052 40.2067728552453",51772,"HayPost 0014","","post_office",3
"2614","44.5275293183385 40.2068637582802",51773,"VTB","VTB","bank/atm",10
"2615","44.5269520609369 40.2070900891562",51774,"","","mall/shop(non-food)",14
"2616","44.5269985936686 40.2071412690555",51775,"","","restaurant/cafe",6
"2617","44.5226343983553 40.2092040063707",51779,"???? ????","Safe City","mall/shop(non-food)",14
"2618","44.5229099116529 40.2088642802472",51780,"????????","""Carousel""","supermarket/shop(food)",10
"2619","44.5228787401126 40.2090165123374",51781,"","","bus_stop",4
"2620","44.5230358554558 40.2092307617887",51782,"Musical School Aft. Saradjyan","","School/kindergarten",7
"2621","44.5234492601495 40.2097477567151",51783,"","Inside of medical center","mall/shop(non-food)",14
"2622","44.5238746124365 40.2091719684588",51785,"Arabkir Children's Medical Center","","healthcare",10
"2623","44.5235426849391 40.2096983624657",51787,"","","bank/atm",10
"2624","44.5234778265755 40.2097048111614",51788,"","","bank/atm",10
"2625","44.52424920991 40.2093060199206",51789,"Converse Bank","","bank/atm",10
"2626","44.5269060671943 40.2078418672237",51791,"Arabkir passport department","","state institutions/NGO",4
"2627","44.5272957563646 40.2079006617074",51793,"Converse Bank","","bank/atm",10
"2628","44.5275237487837 40.2077690086447",51794,"VTB Bank","","bank/atm",10
"2629","44.5252136411991 40.2087753694135",51798,"","","bus_stop",4
"2630","44.5256274052189 40.2088653779111",51802,"?????????","Book Store","mall/shop(non-food)",14
"2631","44.5253977958323 40.2093222789591",51804,"","","bus_stop",4
"2632","44.5269357115987 40.2096874545642",51806,"Grand Sun","","School/kindergarten",7
"2633","44.5315793727969 40.200866709579",51824,"""?????""","""Nreni""","restaurant/cafe",6
"2634","44.531785086997 40.2013920016863",51829,"Best","","supermarket/shop(food)",10
"2635","44.5328587534246 40.2016462756358",51830,"","","bus_stop",4
"2636","44.5289581786294 40.2030411975972",51832,"??????????? ?????????? ?????","France College in Armenia","School/kindergarten",7
"2637","44.5293293625048 40.2029513871957",51833,"??????????? ?????????? ??????????","French University in Armenia","university",6
"2638","44.5299425525177 40.2026678215644",51834,"????????? ??????? ??????????????? ????????","European Regional Educational Acadamy","university",6
"2639","44.5288859540805 40.203714394465",51836,"","","supermarket/shop(food)",10
"2640","44.5293781410247 40.2035828018809",51837,"??????","","bus_stop",4
"2641","44.5293520898815 40.2038938073002",51841,"??????","","bus_stop",4
"2642","44.5297486960794 40.203827873996",51843,"""?????????????""","""Armeconombank""","bank/atm",10
"2643","44.5304941181022 40.202935881339",51846,"VivaroBet","","bookmaker",1
"2644","44.5310851197276 40.2025640141543",51848,"CAXKI SRAH","FLOWERS","mall/shop(non-food)",14
"2645","44.5312067516171 40.2025210640492",51849,"""Taj Mahal""","","restaurant/cafe",6
"2646","44.5318434774904 40.2021518017992",51852,"""Alladin""","","restaurant/cafe",6
"2647","44.5307487904852 40.2032068902716",51864,"???? ????","ACBA Bank","bank/atm",10
"2648","44.5326091116071 40.2033071976068",51865,"???????-??????? ???????? ?????? ?????? ???????","Court of First Instance of Arabkir abd Qanaqer-Zeytun Districts","state institutions/NGO",4
"2649","44.5319088748431 40.2044343070366",51867,"?????????????","ArmEconomBank","bank/atm",10
"2650","44.5322915571542 40.2042664904942",51868,"","","healthcare",10
"2651","44.5326415407889 40.2042748607486",51869,"???????-??????? ???????? ???????","""Kanaker-Zeytun"" Medical Centre","healthcare",10
"2652","44.5345980714777 40.2010101086903",51876,"VTB","","bank/atm",10
"2653","44.5368056812884 40.1992499150707",51882,"Unibank","","bank/atm",10
"2654","44.5369680068602 40.199365803551",51883,"","","bus_stop",4
"2655","44.5369751933825 40.1997886678889",51886,"Ophtalmological Clinic","","healthcare",10
"2656","44.5370846081841 40.1997407072601",51887,"BTA","","bank/atm",10
"2657","44.5371275476547 40.1997055772788",51888,"","ArmEconomBank","bank/atm",10
"2658","44.5374449224446 40.1993046001865",51889,"","","bus_stop",4
"2659","44.5351344555338 40.2039755205985",51900,"","","bus_stop",4
"2660","44.5356154135369 40.2040271145027",51901,"","","healthcare",10
"2661","44.5353544529469 40.2043405877923",51902,"","","bus_stop",4
"2662","44.5371171271974 40.2029480939167",51903,"","","supermarket/shop(food)",10
"2663","44.5375593678118 40.2023302582213",51905,"","","supermarket/shop(food)",10
"2664","44.5371985145621 40.2031927566679",51907,"???? ??????????????? ???????","SHAMS Dental Clinic","healthcare",10
"2665","44.536938721782 40.2035010194998",51909,"","","healthcare",10
"2666","44.5279126294702 40.2071943012697",51916,"","","mall/shop(non-food)",14
"2667","44.5280417173765 40.2070861786261",51917,"","","supermarket/shop(food)",10
"2668","44.5279968914438 40.2071315956459",51918,"","","mall/shop(non-food)",14
"2669","44.5285415400006 40.206588373164",51919,"","","beauty_salon",4
"2670","44.5292246189427 40.2061617778678",51920,"AcbaCreditAgrecoile Bank","","bank/atm",10
"2671","44.5296555407844 40.2065087212066",51921,"???? «??????» ???? ?????","""Heratsi"" high school of YSMU","School/kindergarten",7
"2672","44.5308732969836 40.2047698702671",51922,"""Cito Lab""","","healthcare",10
"2673","44.5327164602836 40.205499994133",51924,"","","healthcare",10
"2674","44.5322576008364 40.2061234953024",51926,"????? ??????","Saint Nerses","place_of_worship",3
"2675","44.5280739668952 40.2074602163777",51930,"HSBC","","bank/atm",10
"2676","44.5276159159318 40.2077710667977",51933,"""Krpak""","","supermarket/shop(food)",10
"2677","44.5283946654516 40.2078411125684",51934,"","","healthcare",10
"2678","44.527913617617 40.2080563948073",51936,"ConversBank","","bank/atm",10
"2679","44.5284225132255 40.2079812724976",51937,"","","bus_stop",4
"2680","44.5285107277864 40.2087220640198",51939,"Grand Candy","","supermarket/shop(food)",10
"2681","44.5286638007108 40.2086822736086",51940,"","","bus_stop",4
"2682","44.5287237183402 40.2090054671184",51941,"??????","Chaicoff","supermarket/shop(food)",10
"2683","44.5289726415054 40.2092184817391",51942,"","","healthcare",10
"2684","44.5298478700868 40.2090108182185",51945,"????","Ella","pub/bar",4
"2685","44.5299474034203 40.2092031145232",51947,"?????????","ARMMobile","mall/shop(non-food)",14
"2686","44.5290652578112 40.2093087640624",51948,"??????","""Manana""","beauty_salon",4
"2687","44.5291445790508 40.2093786024336",51950,"Tucan textile  Made in Armenia","","mall/shop(non-food)",14
"2688","44.5291311941531 40.209503460639",51951,"ASHB","","bank/atm",10
"2689","44.5291391891591 40.2094503616281",51952,"AmeriaBank","","bank/atm",10
"2690","44.5291372128655 40.209462710239",51953,"Inecobank","","bank/atm",10
"2691","44.5291330806152 40.2094810959444",51954,"ABB","","bank/atm",10
"2692","44.5298357428304 40.2092818714681",51958,"VivaCell","","mall/shop(non-food)",14
"2693","44.5299591713505 40.2094515964893",51961,"Areximbank","","bank/atm",10
"2694","44.5299846835045 40.2094823994084",51962,"Armeconombank","","bank/atm",10
"2695","44.5312773591984 40.2082222124327",51965,"Trio Studio","","state institutions/NGO",4
"2696","44.5354629694332 40.2045171860262",51968,"?????","Luma","supermarket/shop(food)",10
"2697","44.5345694152201 40.2053515961678",51970,"""Izmirlian"" Medical Center","","healthcare",10
"2698","44.5346374176871 40.2062679123939",51973,"????????????? ???????-???????? ??????????","""Kanaker-Zeytun"" police department","state institutions/NGO",4
"2699","44.5364938760533 40.2048229043365",51974,"Mankan/ ??????","","mall/shop(non-food)",14
"2700","44.5365814617935 40.2053171551697",51976,"","","healthcare",10
"2701","44.5368055016253 40.2055548114222",51978,"","","playground/attraction",4
"2702","44.537831916669 40.2061490856218",51983,"","","mall/shop(non-food)",14
"2703","44.5381979801472 40.2059125977714",51984,"","","restaurant/cafe",6
"2704","44.5381397693168 40.2059490966754",51985,"","","mall/shop(non-food)",14
"2705","44.5380746414587 40.2059925934639",51986,"","","supermarket/shop(food)",10
"2706","44.5382997592689 40.2060557117824",51988,"","","mall/shop(non-food)",14
"2707","44.53762332786 40.2071128662743",51991,"N 127 After Levon Arisyan ???? ???????? ???? 127 ???? ?????","","School/kindergarten",7
"2708","44.5360908918168 40.2098127924218",51993,"","","healthcare",10
"2709","44.5436531793731 40.1880952193531",51995,"??????? ??????????? - ???? ?????","Olympus Educational Complex","School/kindergarten",7
"2710","44.5492106967099 40.1956926804827",52020,"","Aquaterrarium","playground/attraction",4
"2711","44.549073703629 40.1966955152487",52025,"????","""Elba""","restaurant/cafe",6
"2712","44.5561482958176 40.1888953822572",52031,"""??????????????????"" ?????????????? ???????? ????????????????? ?????????","""ARMBIOTECHNOLOGY"" SCIENTIFIC AND PRODUCTION CENTER","university",6
"2713","44.5577277137501 40.1884179620102",52032,"","","playground/attraction",4
"2714","44.5598167459433 40.1886573931104",52036,"??????? ?????","Chess School","School/kindergarten",7
"2715","44.559998924283 40.1887389875227",52037,"163 ???? ?????","","School/kindergarten",7
"2716","44.5584683747019 40.1896212851715",52038,"??????","Market","supermarket/shop(food)",10
"2717","44.5601407682663 40.1930026221986",52043,"","","healthcare",10
"2718","44.5520602426226 40.1943326714952",52044,"Cafe","","restaurant/cafe",6
"2719","44.5521571708418 40.1944476077196",52045,"","","playground/attraction",4
"2720","44.5510904214419 40.1982937074745",52048,"?????????","""Arkayadzor""","restaurant/cafe",6
"2721","44.5589796059301 40.1972185753519",52052,"","","supermarket/shop(food)",10
"2722","44.5396558560218 40.200216812771",52055,"Armenian Full-Contact Karate Federation","","sport/fitness",4
"2723","44.5398836687779 40.2002616854915",52056,"??????? ????? ??????? ?????","Art School after Saryan","School/kindergarten",7
"2724","44.5392583515086 40.2005403897053",52062,"???? ?? ??????","","restaurant/cafe",6
"2725","44.5435001064487 40.2011437646224",52066,"","","supermarket/shop(food)",10
"2726","44.5436690795536 40.2015411630448",52069,"""GR""","","healthcare",10
"2727","44.5428689501301 40.2022668619914",52084,"","","School/kindergarten",7
"2728","44.543682913609 40.2024278910439",52085,"36.6","","healthcare",10
"2729","44.5435531070505 40.2030840787629",52086,"?????????","Unibank","bank/atm",10
"2730","44.5436239841264 40.2030550567929",52087,"","","healthcare",10
"2731","44.5436649473033 40.203033787729",52088,"Beeline","","mall/shop(non-food)",14
"2732","44.5439213264854 40.2028867565658",52089,"","","beauty_salon",4
"2733","44.5418882593344 40.2039268082327",52095,"","","bus_stop",4
"2734","44.5421847033782 40.2038627960142",52096,"","SV","beauty_salon",4
"2735","44.5422175817176 40.2038689708289",52097,"","","healthcare",10
"2736","44.5422148867717 40.2038973063603",52098,"VTB (ATM)","","bank/atm",10
"2737","44.542255400791 40.2039299642462",52099,"VTB (Armenia)","","bank/atm",10
"2738","44.5423318474217 40.20399150648",52100,"HayPost 0069","","post_office",3
"2739","44.542637903439 40.2038118194669",52101,"","","bus_stop",4
"2740","44.5426092471814 40.204400071398",52102,"","","beauty_salon",4
"2741","44.5427686083128 40.2031004079037",52103,"","","mall/shop(non-food)",14
"2742","44.542800588337 40.2032645224112",52104,"","","bus_stop",4
"2743","44.5433425419479 40.2032034597855",52105,"","","supermarket/shop(food)",10
"2744","44.543423659818 40.2031634603054",52106,"?????????","Inecobank","bank/atm",10
"2745","44.5440593975446 40.2032202005558",52108,"Zeytun Market","","supermarket/shop(food)",10
"2746","44.5446414160172 40.2015305968876",52111,"???????","Marilyn","beauty_salon",4
"2747","44.5445367622866 40.2016102546944",52112,"""Convesebank""","","bank/atm",10
"2748","44.5478522643372 40.2005972693758",52115,"10.11","10.11","supermarket/shop(food)",10
"2749","44.5472700662016 40.2011109681706",52116,"??????????????","???????","state institutions/NGO",4
"2750","44.5441437493498 40.2017562594582",52117,"""Exterior""","","mall/shop(non-food)",14
"2751","44.544139706931 40.2019312863711",52118,"","","mall/shop(non-food)",14
"2752","44.5446703417693 40.2020165011922",52119,"""HA""","""HA""","mall/shop(non-food)",14
"2753","44.5450397290142 40.2021599664823",52126,"","","bank/atm",10
"2754","44.5448968070525 40.2023257985318",52127,"???????","","restaurant/cafe",6
"2755","44.5450782667398 40.2022539631841",52128,"""Grand Candy""","""Grand Candy""","supermarket/shop(food)",10
"2756","44.5453467731783 40.2022578739929",52130,"???????","""Rafael""","supermarket/shop(food)",10
"2757","44.5442339402043 40.2027052141484",52131,"","UCOM","mall/shop(non-food)",14
"2758","44.5454476539847 40.2019542710556",52132,"","","healthcare",10
"2759","44.5459661615667 40.2022296749977",52133,"","","bus_stop",4
"2760","44.5457059196289 40.2024298121381",52134,"????????","VivaCell","mall/shop(non-food)",14
"2761","44.5465508749851 40.202737666778",52135,"","","bus_stop",4
"2762","44.5470419839509 40.2017349213756",52140,"????? ?125","School No125","School/kindergarten",7
"2763","44.5479322143975 40.2034340566713",52142,"","","supermarket/shop(food)",10
"2764","44.5481594881644 40.2035299040601",52143,"","","supermarket/shop(food)",10
"2765","44.549075051102 40.2040704753068",52144,"","","supermarket/shop(food)",10
"2766","44.539664390017 40.2050563086354",52146,"","","supermarket/shop(food)",10
"2767","44.5386626786437 40.2068704816697",52154,"","Byurakn","School/kindergarten",7
"2768","44.5396158809917 40.207028755553",52155,"","","supermarket/shop(food)",10
"2769","44.5397158634828 40.2071097790148",52156,"Esculap","","healthcare",10
"2770","44.5430850847874 40.2044775989718",52165,"","","supermarket/shop(food)",10
"2771","44.5431078121641 40.2047635583181",52166,"???????????","Polyclinic","healthcare",10
"2772","44.5437521737174 40.2051588772898",52168,"","","supermarket/shop(food)",10
"2773","44.539524971485 40.2073009144181",52171,"","","supermarket/shop(food)",10
"2774","44.5403074939289 40.2075273124398",52172,"","","supermarket/shop(food)",10
"2775","44.5402953666726 40.208026963337",52174,"Melante 1","","mall/shop(non-food)",14
"2776","44.5407967164327 40.2084401690337",52175,"","","healthcare",10
"2777","44.5408235760597 40.2085674987224",52176,"Davit Mher","","healthcare",10
"2778","44.5405126691398 40.2088592721555",52177,"","","playground/attraction",4
"2779","44.5403132431468 40.2089413224879",52178,"","","supermarket/shop(food)",10
"2780","44.5410532752778 40.2087405871344",52179,"","","supermarket/shop(food)",10
"2781","44.5412429096343 40.2089816615781",52181,"","","supermarket/shop(food)",10
"2782","44.5404939841819 40.2097227165793",52182,"","","playground/attraction",4
"2783","44.5409510469985 40.2094149622644",52183,"Store","","supermarket/shop(food)",10
"2784","44.5409125991043 40.2096010831305",52184,"","","bus_stop",4
"2785","44.5410219240744 40.2095881857188",52185,"","","mall/shop(non-food)",14
"2786","44.5411433763008 40.2095724755703",52186,"","","healthcare",10
"2787","44.5411633189001 40.2094802727039",52187,"","","bus_stop",4
"2788","44.5432678919478 40.2076672672022",52188,"????? FOOD","","supermarket/shop(food)",10
"2789","44.5437183970627 40.2073693827481",52190,"","","supermarket/shop(food)",10
"2790","44.5439220451376 40.2091053542509",52195,"","","supermarket/shop(food)",10
"2791","44.5441574935736 40.2054886739113",52196,"","","beauty_salon",4
"2792","44.5442508285316 40.2055707969312",52197,"","","supermarket/shop(food)",10
"2793","44.5443491042237 40.2056619073999",52198,"","","beauty_salon",4
"2794","44.54487021692 40.2060937885656",52200,"","","supermarket/shop(food)",10
"2795","44.5449075868359 40.2061280919557",52201,"????????","","healthcare",10
"2796","44.5449520534424 40.2061646593503",52202,"","","mall/shop(non-food)",14
"2797","44.5450792548867 40.2061320711478",52203,"","","bus_stop",4
"2798","44.5454047145141 40.2061619150812",52204,"","","bus_stop",4
"2799","44.5463937596419 40.2062576213999",52205,"","","supermarket/shop(food)",10
"2800","44.5463688763085 40.2071030556491",52206,"","","mall/shop(non-food)",14
"2801","44.5487000943024 40.2060068636975",52207,"????? ????? ????? ??? 44 ?????","","School/kindergarten",7
"2802","44.545225859941 40.2082174787121",52208,"","","supermarket/shop(food)",10
"2803","44.5450592224558 40.2084383167142",52209,"","","beauty_salon",4
"2804","44.5459786481491 40.2077620109239",52210,"?????? ??????","Gedeon Richter","healthcare",10
"2805","44.5459596038651 40.2079006617074",52211,"???? ? ???","Angel & Gor","mall/shop(non-food)",14
"2806","44.5461909200508 40.2077897959874",52212,"","","supermarket/shop(food)",10
"2807","44.546250298691 40.2077878750451",52213,"","","beauty_salon",4
"2808","44.546752995924 40.2078299985528",52214,"","","supermarket/shop(food)",10
"2809","44.5458540518192 40.2079052582401",52216,"","","supermarket/shop(food)",10
"2810","44.5458474042861 40.2080007562827",52217,"","","supermarket/shop(food)",10
"2811","44.5458369838288 40.2080426052389",52218,"VivaCell-MTS","","supermarket/shop(food)",10
"2812","44.5454613982085 40.2085089792346",52220,"","","supermarket/shop(food)",10
"2813","44.5459716412899 40.2082910914595",52221,"","","mall/shop(non-food)",14
"2814","44.5461694503155 40.2079047780054",52223,"","","supermarket/shop(food)",10
"2815","44.5463412081978 40.2079128733907",52224,"","","supermarket/shop(food)",10
"2816","44.5465303035651 40.2079497828471",52225,"","","supermarket/shop(food)",10
"2817","44.546210682987 40.2085050687864",52226,"","L'amour","mall/shop(non-food)",14
"2818","44.5443916843682 40.208833065423",52227,"HayPost 0035","HayPost 0035","post_office",3
"2819","44.5443988708905 40.2094983153878",52228,"Melante","","mall/shop(non-food)",14
"2820","44.547624092255 40.2078800802136",52231,"","","supermarket/shop(food)",10
"2821","44.5469384081987 40.20800960631",52233,"LevRim Sweet Biscuit","","supermarket/shop(food)",10
"2822","44.547212843518 40.2080337552159",52234,"","","supermarket/shop(food)",10
"2823","44.5490290573594 40.2086090729116",52241,"","","supermarket/shop(food)",10
"2824","44.5535345576669 40.2005240599479",52244,"???????","""Venezia Palazzo""","restaurant/cafe",6
"2825","44.5505204403941 40.203924612745",52247,"","","supermarket/shop(food)",10
"2826","44.5505817054965 40.2039569961818",52248,"","","bus_stop",4
"2827","44.5506263517661 40.204223472859",52249,"","","bus_stop",4
"2828","44.5585527265071 40.2000553667892",52265,"Nor Nork Police Department (NNPD)","","state institutions/NGO",4
"2829","44.5598920247642 40.1996178894725",52266,"Apotheke","","healthcare",10
"2830","44.5603735217564 40.1997606737063",52267,"Revem-Yantar","","supermarket/shop(food)",10
"2831","44.5567878962999 40.2032191028005",52276,"????????","""Aquaworld""","restaurant/cafe",6
"2832","44.558075002439 40.2043976701",52277,"????????","","playground/attraction",4
"2833","44.4729284577283 40.210890606107",52295,"","","beauty_salon",4
"2834","44.4801073443213 40.2104586869022",52304,"?????????????????? ? ????????????????? ??????? ???????","Scientific centre of radiology and burns","healthcare",10
"2835","44.482186944204 40.2151612168618",52306,"","","post_office",3
"2836","44.4746096547825 40.2159557098313",52308,"","","supermarket/shop(food)",10
"2837","44.4784376457027 40.2172870923349",52309,"","","bank/atm",10
"2838","44.4876463655118 40.2121510178723",52315,"??????? ????????????????????","Armenia TV","cinema/theatre/museum",6
"2839","44.4878814546216 40.2122092598131",52316,"??????","Jazzve","restaurant/cafe",6
"2840","44.4840543620167 40.2145948039518",52319,"","","bus_stop",4
"2841","44.4846680011873 40.215398564209",52322,"","","supermarket/shop(food)",10
"2842","44.4888888253812 40.2139580039369",52323,"?????  ????????? ???????","St. Nahatakats","place_of_worship",3
"2843","44.488997072373 40.2143859907315",52324,"","","bus_stop",4
"2844","44.4897026091971 40.2141686020403",52328,"??????","Medesi","healthcare",10
"2845","44.4891629912059 40.2146754067803",52329,"","","bus_stop",4
"2846","44.4907901096801 40.2141609875926",52332,"Global Credit","Global Credit","bank/atm",10
"2847","44.4908971888619 40.2151145704645",52333,"Aikido","","sport/fitness",4
"2848","44.4940595281566 40.2149373824602",52335,"??????","Odalen","restaurant/cafe",6
"2849","44.4877357478825 40.2167359941099",52336,"???","Rio","restaurant/cafe",6
"2850","44.4876608283878 40.2168157026443",52337,"??????","Supra","supermarket/shop(food)",10
"2851","44.4868025779654 40.2168858076632",52338,"?????? ?????????? ?????????","Tigran Petrosyan's statue","playground/attraction",4
"2852","44.4877078102772 40.2171171125539",52341,"","","bus_stop",4
"2853","44.4873191092537 40.2172399672325",52342,"?????????","Vivarobet","bookmaker",1
"2854","44.4875749494467 40.2171734981459",52343,"","","bus_stop",4
"2855","44.4900021973444 40.21667336591",52346,"Kindergarten No219","","School/kindergarten",7
"2856","44.4891905694852 40.2183730184751",52349,"","","supermarket/shop(food)",10
"2857","44.4894768625662 40.2185999968583",52350,"????? ???? (????????)","Tashir Pizza (Davitashen)","restaurant/cafe",6
"2858","44.489997885431 40.2184761157316",52351,"??????? 0054","HayPost 0054","post_office",3
"2859","44.489827025864 40.2188463179606",52352,"?????????? ????????","Ardshinbank Davtashen","bank/atm",10
"2860","44.4903643082354 40.2185895019544",52353,"","","healthcare",10
"2861","44.4914641156377 40.2198649981445",52354,"","","bus_stop",4
"2862","44.491621590307 40.2198176690563",52355,"","","bus_stop",4
"2863","44.4918066432556 40.2197640979761",52356,"«?????????», «?????????» ??????????","Unibank (Davtashen branch)","bank/atm",10
"2864","44.491400065758 40.2200849750812",52357,"","Bon Appetit","restaurant/cafe",6
"2865","44.4933437505382 40.2192283848437",52359,"Kindergarten","","School/kindergarten",7
"2866","44.4919660942185 40.2198991573789",52360,"«???????? ????», «????????» ??????????","PROMETEYBANK ""Davtashen"" Branch","bank/atm",10
"2867","44.4926498019813 40.2204230673343",52362,"Ameria Bank","","bank/atm",10
"2868","44.4929573851345 40.2206215045458",52364,"","","healthcare",10
"2869","44.4925962623903 40.2214101718242",52377,"ACBA ""Davtashen Branch""","","bank/atm",10
"2870","44.4931064156402 40.2213218947724",52378,"??? ????","VTB Bank (Davtashen branch)","bank/atm",10
"2871","44.4977261816518 40.2102177549172",52385,"","Sport zone","sport/fitness",4
"2872","44.4976906981981 40.2107569007896",52389,"","","playground/attraction",4
"2873","44.4993405440489 40.2109195561205",52394,"","","cinema/theatre/museum",6
"2874","44.4987495424235 40.2112050080793",52395,"","","restaurant/cafe",6
"2875","44.5034944437542 40.2104344016555",52403,"","","bank/atm",10
"2876","44.5036267655956 40.2106330053242",52404,"???????????? ??????????","Russian-Armenian University","university",6
"2877","44.4974804924216 40.2166351578779",52406,"?????????","Palkovnik","restaurant/cafe",6
"2878","44.5002887158313 40.220671370978",52410,"","","playground/attraction",4
"2879","44.507610344723 40.210177965384",52411,"ForN Beauty Salon","","beauty_salon",4
"2880","44.5076125905112 40.2101770735493",52412,"ForN Beauty Salon","","beauty_salon",4
"2881","44.5134133716269 40.2113923588555",52415,"","","playground/attraction",4
"2882","44.5151362505103 40.2134249202754",52423,"DiaLab","","healthcare",10
"2883","44.5157277012933 40.2138660814326",52425,"?????","Araks","restaurant/cafe",6
"2884","44.4947581479531 40.221873367243",52440,"Fameli","","supermarket/shop(food)",10
"2885","44.495015515282 40.2220255701108",52441,"","ucom","mall/shop(non-food)",14
"2886","44.4952895014436 40.2222303129515",52442,"","","healthcare",10
"2887","44.4951594253905 40.2225428789691",52443,"","","bus_stop",4
"2888","44.4949701503601 40.2226961777726",52444,"????????","Susanna","supermarket/shop(food)",10
"2889","44.4954184995184 40.2223351190975",52445,"???????","","supermarket/shop(food)",10
"2890","44.4953930771959 40.2225216846106",52446,"","","bus_stop",4
"2891","44.4954979105895 40.2230612127217",52447,"???????","VivaCell","mall/shop(non-food)",14
"2892","44.4962741448266 40.2231630682331",52449,"???????? ??????","Hagusti Ashkhar","mall/shop(non-food)",14
"2893","44.4963049570408 40.2236370201471",52450,"","","beauty_salon",4
"2894","44.4947384748484 40.2244598092563",52453,"School No.192","Basic School No.192","School/kindergarten",7
"2895","44.4992263681763 40.2252061134087",52455,"???? ?????","Arayi Amroc","restaurant/cafe",6
"2896","44.5026916193848 40.2220667930909",52456,"","","healthcare",10
"2897","44.5012854864706 40.2275693213557",52468,"","","bank/atm",10
"2898","44.5068275527844 40.2257600919756",52471,"","MotoGYM","School/kindergarten",7
"2899","44.521172659725 40.2107329586603",52551,"","","School/kindergarten",7
"2900","44.5208632799411 40.2112185911994",52552,"","","supermarket/shop(food)",10
"2901","44.5207045476304 40.2125316133011",52554,"","","supermarket/shop(food)",10
"2902","44.5204720636349 40.2133600938331",52557,"????? ?????","Tools Town","mall/shop(non-food)",14
"2903","44.5206618776544 40.2132305779618",52558,"?????? ?? ??","Ellips GA Security Systems","mall/shop(non-food)",14
"2904","44.5212737201944 40.2130492004463",52562,"","","bus_stop",4
"2905","44.5207447921551 40.2132301663643",52564,"Areximbank","","bank/atm",10
"2906","44.5214728766929 40.2132025207303",52567,"""Eraz"" building","","bus_stop",4
"2907","44.5239688457098 40.210275106686",52571,"","","healthcare",10
"2908","44.5246062902355 40.211109102941",52573,"?????? ??????????? ????????","Yerevan Kanaz Military Hospital","healthcare",10
"2909","44.5231041274174 40.2122598184419",52577,"","","bus_stop",4
"2910","44.522856551725 40.2125657762325",52578,"","","bus_stop",4
"2911","44.5257235249543 40.2104293936798",52579,"","","sport/fitness",4
"2912","44.5262302646061 40.2107955923504",52583,"School Number 77","","School/kindergarten",7
"2913","44.5267799437284 40.2118565831722",52586,"STDev","","state institutions/NGO",4
"2914","44.5279052632849 40.2102119922966",52600,"","","bus_stop",4
"2915","44.5294315907841 40.2102354543917",52602,"ArmTab Made in Armenia","","mall/shop(non-food)",14
"2916","44.5323498578161 40.2113971609558",52615,"","","bus_stop",4
"2917","44.5311008402451 40.2142553792442",52618,"Grand Candy","","supermarket/shop(food)",10
"2918","44.5311109912078 40.2143752893796",52619,"Grand Sun","","mall/shop(non-food)",14
"2919","44.536524598436 40.213919657176",52623,"","","bank/atm",10
"2920","44.5346034613694 40.217466400649",52631,"???????? ???????","","cinema/theatre/museum",6
"2921","44.5365872110113 40.2156108727646",52632,"","","supermarket/shop(food)",10
"2922","44.5363482591457 40.2181240204621",52636,"Hayq","","supermarket/shop(food)",10
"2923","44.5349728486142 40.2203347889964",52637,"????? ????? ???????","Saint Hakob Church","place_of_worship",3
"2924","44.5349028698536 40.2206879016579",52638,"","","School/kindergarten",7
