"","WKT","ID","NAME","NAME_EN","TYPE","point"
"1949","44.5109148873271 40.2066722786132",50367,"Yerevan City","Yerevan City","supermarket/shop(food)",10
"1950","44.5111065878088 40.2066681622403",50368,"????","Nur","supermarket/shop(food)",10
"1951","44.5108231693366 40.2068169689597",50369,"","","bus_stop",4
"1952","44.5106090109729 40.2071768068181",50375,"??????","Ucom","mall/shop(non-food)",14
"1953","44.5107345056181 40.2071722102359",50376,"??????","Diana","mall/shop(non-food)",14
"1954","44.5108774275798 40.2071663787507",50377,"?????????","Inecobank","bank/atm",10
"1955","44.5110035510457 40.2071584204877",50378,"","","mall/shop(non-food)",14
"1956","44.5080037169859 40.2080822588161",50380,"","","supermarket/shop(food)",10
"1957","44.5078812766127 40.2084095028498",50381,"Belle Ange Couture","","mall/shop(non-food)",14
"1958","44.5067510163222 40.2093989090585",50382,"???? ??????","Toon Toonik","mall/shop(non-food)",14
"1959","44.5067547892464 40.2095191708035",50383,"????????","Karusel","supermarket/shop(food)",10
"1960","44.507287849536 40.2094540662116",50385,"36.6","36.6","healthcare",10
"1961","44.5087172488161 40.2072260656937",50386,"???????","""EcoSense""","healthcare",10
"1962","44.5101062239084 40.2072280552576",50387,"""City Sport""","","sport/fitness",4
"1963","44.5106249111534 40.2072690814235",50388,"??????? ???","Arthur's","restaurant/cafe",6
"1964","44.5100461266159 40.2085720952099",50389,"","Kindergarten ?23","School/kindergarten",7
"1965","44.5110133426823 40.2087639811348",50394,"21","","supermarket/shop(food)",10
"1966","44.5103899118751 40.2095117616434",50395,"??????","DiaLab","healthcare",10
"1967","44.5097949576624 40.2099093854237",50396,"????? ????","Aspar Arms","restaurant/cafe",6
"1968","44.5110131630192 40.2094887795213",50397,"?? ????????????????? ??????????????","Ministry of Agriculture of RA","state institutions/NGO",4
"1969","44.5111992939461 40.2046673010241",50399,"????","Evis","supermarket/shop(food)",10
"1970","44.5113253275805 40.2046600971584",50400,"","","beauty_salon",4
"1971","44.5114194710222 40.2046576958696",50402,"??????","Jasmin","beauty_salon",4
"1972","44.5123467120585 40.2046205101875",50404,"?????????","Unimine","mall/shop(non-food)",14
"1973","44.5127443064032 40.2047239027994",50408,"???????? ???????? ???????????","Embassy of Nagorno Karabakh","state institutions/NGO",4
"1974","44.5126400119988 40.2054751582503",50411,"","","supermarket/shop(food)",10
"1975","44.5120220609148 40.206524020427",50413,"????????? ???? ??????","Wedding salon Aelita","mall/shop(non-food)",14
"1976","44.511124643946 40.2071534122699",50414,"???????","Roberto","mall/shop(non-food)",14
"1977","44.5116099138625 40.2071280967527",50416,"?????","Pekan","supermarket/shop(food)",10
"1978","44.5114758852221 40.2071313212229",50417,"36,6","36.6","healthcare",10
"1979","44.5120065200604 40.20717358235",50418,"HayPost 0051","","post_office",3
"1980","44.5121267146454 40.2071477866002",50419,"","VTB","bank/atm",10
"1981","44.5132431408805 40.2062139189615",50423,"","","playground/attraction",4
"1982","44.5127640693395 40.2065767786989",50424,"?????????? ???????","Tumanyani Shaurma","restaurant/cafe",6
"1983","44.512634442444 40.2071373585284",50426,"?????????? ??????? ?/?","Ardshinbank Arabkir br.","bank/atm",10
"1984","44.5135769548401 40.2065649784128",50427,"???? ??????","Roly Cinema","pub/bar",4
"1985","44.5135099405199 40.2070308137285",50433,"","Esculap","healthcare",10
"1986","44.5136031856464 40.2070299904583",50434,"??????? ?????/??? ???? ?????","Shaurma Royal/May Food House","restaurant/cafe",6
"1987","44.5154197588139 40.2045252132077",50436,"","","School/kindergarten",7
"1988","44.5162031795732 40.2055778634855",50437,"??? ???????","Nor Horizon","bank/atm",10
"1989","44.5162099169379 40.2055924082357",50438,"??? ???????","Nor Horizon","bank/atm",10
"1990","44.5139333165133 40.2065009686855",50440,"??? ????????????","SAS supermarket","supermarket/shop(food)",10
"1991","44.5139886527348 40.206484503151",50441,"HSBC","","bank/atm",10
"1992","44.5140134462367 40.2064947941105",50442,"","","bank/atm",10
"1993","44.5141375035774 40.2064950685361",50443,"??? ???? ????","SAS Food Court","restaurant/cafe",6
"1994","44.5149448195232 40.2063905809216",50445,"Begemotik","","mall/shop(non-food)",14
"1995","44.5141447799312 40.2066101213566",50446,"","","bank/atm",10
"1996","44.5141686751177 40.2069906106891",50449,"","","healthcare",10
"1997","44.5139925154905 40.2071735823501",50450,"","","supermarket/shop(food)",10
"1998","44.5151199910036 40.2065546188576",50451,"","","bus_stop",4
"1999","44.5146799961775 40.2069740766676",50452,"","","mall/shop(non-food)",14
"2000","44.5147626411836 40.2069653637169",50453,"HSBC","","bank/atm",10
"2001","44.5152979472614 40.2069499959902",50457,"??????? ????","Converse Bank","bank/atm",10
"2002","44.5153566072495 40.2069139092609",50458,"??????","Radeon Computers","mall/shop(non-food)",14
"2003","44.5161584434721 40.2068613570696",50459,"","","restaurant/cafe",6
"2004","44.5131895114581 40.2083048809773",50461,"","","playground/attraction",4
"2005","44.5112997255949 40.2095346751544",50462,"","","supermarket/shop(food)",10
"2006","44.5116239275809 40.2096237221984",50464,"??? ??????","My Market","supermarket/shop(food)",10
"2007","44.511494749843 40.2098324814894",50465,"""??????""","""Rostov""","supermarket/shop(food)",10
"2008","44.5162844771064 40.2078188159304",50469,"","","state institutions/NGO",4
"2009","44.5187243014181 40.1663856555371",50481,"","","bus_stop",4
"2010","44.5187008553892 40.1672764814219",50486,"HASU","","healthcare",10
"2011","44.5170948473242 40.1675875160486",50487,"","","healthcare",10
"2012","44.5171650955795 40.1676096886237",50488,"???????","Tsghotner","supermarket/shop(food)",10
"2013","44.5182466671815 40.1676111988298",50491,"Kids House","","School/kindergarten",7
"2014","44.5187702053291 40.1677478036964",50493,"Grand Dent","","healthcare",10
"2015","44.5191483960637 40.1677592675094",50494,"","","playground/attraction",4
"2016","44.5189535514786 40.1682113657996",50496,"Logoped","","healthcare",10
"2017","44.5192130747642 40.1683823605874",50497,"Nar-Dos school","","School/kindergarten",7
"2018","44.5193728850532 40.1667597804928",50500,"""Keramarket""","","mall/shop(non-food)",14
"2019","44.5214342491357 40.1666421201327",50503,"??????? ????????????-???????? ?????????","","place_of_worship",3
"2020","44.5210117714576 40.1673436858903",50504,"Gala","","supermarket/shop(food)",10
"2021","44.5212100296408 40.168662362764",50507,"","","state institutions/NGO",4
"2022","44.5169241674203 40.1687693110718",50510,"","","supermarket/shop(food)",10
"2023","44.5175014248218 40.1691134940202",50513,"","","supermarket/shop(food)",10
"2024","44.5166281725341 40.1704622020846",50518,"""Urartu""","","mall/shop(non-food)",14
"2025","44.5170382534613 40.1703366542007",50519,"Prometeybank (ATM)","","bank/atm",10
"2026","44.5172533101404 40.1705561740776",50521,"""KAS""","","supermarket/shop(food)",10
"2027","44.5173701809588 40.170250095355",50523,"Tomica","","beauty_salon",4
"2028","44.5174627972646 40.1702165975325",50524,"","","healthcare",10
"2029","44.5172983157361 40.1703685731763",50525,"","","healthcare",10
"2030","44.5177108221146 40.1711213075043",50530,"""?????? ???""","""Artashi Mot""","restaurant/cafe",6
"2031","44.5193471932361 40.1701916800842",50535,"??????? ????","""ConveseBank"" (Kilikia branch)","bank/atm",10
"2032","44.5180158899851 40.1714146149087",50536,"","","mall/shop(non-food)",14
"2033","44.5180565836674 40.1714555941012",50537,"Ameria (ATM)","Ameria (ATM)","bank/atm",10
"2034","44.5189743923932 40.171207110176",50540,"","","healthcare",10
"2035","44.5198069509985 40.1689259577757",50541,"Nor Zovq","","supermarket/shop(food)",10
"2036","44.520413762973 40.1699554100507",50544,"","","School/kindergarten",7
"2037","44.5211015131545 40.1689631630309",50545,"","","playground/attraction",4
"2038","44.5196658256674 40.170655980566",50546,"","","supermarket/shop(food)",10
"2039","44.5208510628533 40.1714551822501",50549,"","","School/kindergarten",7
"2040","44.516955069466 40.1720019123279",50565,"????? ?????? ?????????? ???????","Saint Grigor Lusavorich Church","place_of_worship",3
"2041","44.5184426795765 40.1717154716198",50567,"""Oriflame""","","mall/shop(non-food)",14
"2042","44.5188763861957 40.1715376210535",50569,"General","","supermarket/shop(food)",10
"2043","44.5189450174834 40.1721127679208",50572,"TOTO bookmaking","","bookmaker",1
"2044","44.5167085717521 40.1733592116253",50574,"""Beer Keg"" Pub","","restaurant/cafe",6
"2045","44.5171166763856 40.1740438913465",50575,"??????? ?3  ?????","School No 3","School/kindergarten",7
"2046","44.5214917413139 40.1716363964738",50578,"?????????","AraratBank","bank/atm",10
"2047","44.5213611262716 40.1723904895586",50583,"??????????","Ameriabank (ATM)","bank/atm",10
"2048","44.5198347089408 40.1734583962333",50584,"????","""Breeze""","restaurant/cafe",6
"2049","44.5204638889658 40.1729175123201",50585,"HayPost 0070","","post_office",3
"2050","44.5201602583998 40.1739423738571",50586,"","","playground/attraction",4
"2051","44.5206268433583 40.1741856998367",50587,"?????? ??????????? ?????","Vardan Mamikonyan statue","playground/attraction",4
"2052","44.5208731614092 40.173032896674",50588,"","","healthcare",10
"2053","44.5208885226006 40.1738659096032",50591,"Jermuk","","restaurant/cafe",6
"2054","44.5217271897499 40.1736460572335",50595,"Ardshinbank","","bank/atm",10
"2055","44.5217279084021 40.1737933577135",50597,"Viva Cell - MTS","","mall/shop(non-food)",14
"2056","44.5188881541259 40.1745427593986",50601,"Erudit","","School/kindergarten",7
"2057","44.5166791968423 40.1760709832961",50603,"???????? ????","Prometey Bank","bank/atm",10
"2058","44.5170611605011 40.1759869713425",50604,"Derian Restaurant","","restaurant/cafe",6
"2059","44.5192638295777 40.1763661225044",50606,"","","healthcare",10
"2060","44.5198983096629 40.1746039164708",50607,"","","bus_stop",4
"2061","44.5197614962451 40.1748313846033",50608,"","","bus_stop",4
"2062","44.5195720415517 40.1755564084481",50609,"?????? ??????? ??????","Henrik Malian Theater","cinema/theatre/museum",6
"2063","44.5211202879439 40.1747475770306",50613,"""Karas""","""Karas""","restaurant/cafe",6
"2064","44.5216171461276 40.1748541039193",50614,"""Jermuk""","","restaurant/cafe",6
"2065","44.5197801812031 40.1762357809518",50615,"?????? ????","Anelik Bank CJSC","bank/atm",10
"2066","44.5198231206736 40.1762850623055",50616,"??????","Crazy","pub/bar",4
"2067","44.5201714873408 40.1767371724412",50617,"???? ???","Gagi mot","restaurant/cafe",6
"2068","44.5216475091842 40.1757669885695",50618,"«???» ???????????? ???????","""JOSE""","restaurant/cafe",6
"2069","44.5234437804263 40.1730565089149",50621,"Moscow State University AFT M. Lomonosov","","university",6
"2070","44.5221454453461 40.1741550181604",50622,"?????????","HSBC","bank/atm",10
"2071","44.5228887114122 40.1748484069314",50626,"Northern University","","university",6
"2072","44.5222772281983 40.1751279706038",50627,"????? ?????????? ?????","","playground/attraction",4
"2073","44.5226387102687 40.1753211180219",50628,"?? ?????","El Greco","restaurant/cafe",6
"2074","44.5231798553958 40.1750016076919",50629,"","","bank/atm",10
"2075","44.5223862836738 40.1756993119785",50633,"","","playground/attraction",4
"2076","44.522359963036 40.1758306154854",50634,"","","playground/attraction",4
"2077","44.522511778319 40.1758713860992",50635,"","","playground/attraction",4
"2078","44.5229183558166 40.1760261632064",50638,"""Katap"" cafe","","restaurant/cafe",6
"2079","44.5237011477552 40.1760061897724",50640,"","","bank/atm",10
"2080","44.5270259922848 40.1761311094343",50652,"???????? ?????????? ????????","Armenian Bartenders Association","School/kindergarten",7
"2081","44.5357833984951 40.1696336778604",50659,"","","pub/bar",4
"2082","44.5359769854388 40.1695542570701",50660,"","","bank/atm",10
"2083","44.5371106593274 40.1696084169796",50661,"","","restaurant/cafe",6
"2084","44.5371079643815 40.1696288728023",50662,"","","bank/atm",10
"2085","44.537887342722 40.1747411936486",50669,"Kindergarten No124","","School/kindergarten",7
"2086","44.5380606277403 40.1747970653805",50672,"","","bus_stop",4
"2087","44.5381961835167 40.1749093578131",50674,"","","bus_stop",4
"2088","44.5173806912476 40.1770555077844",50677,"Thomas' Smokey Ribs","","restaurant/cafe",6
"2089","44.5173445789732 40.1773761066173",50678,"?????? ?????","Basic Center","mall/shop(non-food)",14
"2090","44.5175785002732 40.1775054850794",50679,"Matalan Armenia","""Matalan Armenia""","mall/shop(non-food)",14
"2091","44.5180733821632 40.1774205826364",50681,"I Fix","","mall/shop(non-food)",14
"2092","44.5185600893842 40.1773636148907",50682,"Mr. Gyros","","restaurant/cafe",6
"2093","44.5185122091795 40.1778928639969",50686,"????????","Urartu","supermarket/shop(food)",10
"2094","44.518564311466 40.1778615662784",50687,"Araratbank","","bank/atm",10
"2095","44.5185909914299 40.1778761856092",50688,"??????","Bonus","mall/shop(non-food)",14
"2096","44.5190821003958 40.1778273858589",50689,"?????","""Grapes""","restaurant/cafe",6
"2097","44.5192200816234 40.1782306176231",50690,"???? ?????","Light Style","mall/shop(non-food)",14
"2098","44.5172464829442 40.1787186792816",50691,"?????????","Lahmaju","restaurant/cafe",6
"2099","44.5174381834258 40.1789318576921",50693,"??????? ??????","""Armenia Travel""","state institutions/NGO",4
"2100","44.5178270641123 40.1788970601029",50694,"????????","Impresso","restaurant/cafe",6
"2101","44.5171127237984 40.1791888925863",50695,"BTA","","bank/atm",10
"2102","44.5169989970834 40.179311061033",50697,"?? ?????","Al-Shaadi","restaurant/cafe",6
"2103","44.5170444518368 40.1792739987185",50698,"AEB","","bank/atm",10
"2104","44.5171279053267 40.1792672725926",50699,"iDram terminal","","bank/atm",10
"2105","44.5180875755447 40.1784742027653",50703,"?????????????","Bakery","restaurant/cafe",6
"2106","44.5188824947396 40.1786836070449",50704,"???????? ????","Express Tour","state institutions/NGO",4
"2107","44.519808388303 40.1781234783192",50709,"????","Mush","supermarket/shop(food)",10
"2108","44.5201023170639 40.1777492100957",50710,"Crown Chemicals","","mall/shop(non-food)",14
"2109","44.5208717241048 40.1782952717529",50711,"School no. 71","","School/kindergarten",7
"2110","44.5204432277143 40.1783939687027",50713,"«???????» ????-???","""Buffalo"" Grill-Bar","restaurant/cafe",6
"2111","44.5204066662822 40.1787143553081",50714,"????","""Zovq""","supermarket/shop(food)",10
"2112","44.5207102070167 40.1787980893473",50715,"Armeconombank","","bank/atm",10
"2113","44.5202545815046 40.1791388583668",50716,"????? ??? 114","School No. 114","School/kindergarten",7
"2114","44.5215626183898 40.1789046098772",50719,"???????","""Kilikia""","restaurant/cafe",6
"2115","44.5210420446827 40.1796567004583",50720,"""BEIJING"" Chinise Restaurant","","restaurant/cafe",6
"2116","44.5211426559945 40.1795729674787",50721,"""Luxe""","","mall/shop(non-food)",14
"2117","44.5211095081605 40.1796173734242",50722,"","","healthcare",10
"2118","44.5215107855979 40.1792908140304",50723,"""Hairdresser""","","beauty_salon",4
"2119","44.5171823432329 40.1797641805084",50727,"?????? ???????? ?????????","Andrey Sakharov monument","playground/attraction",4
"2120","44.5178558102014 40.1803449541811",50730,"""VD Computers""","""VD Computers""","mall/shop(non-food)",14
"2121","44.5185529926934 40.1807787124142",50732,"""Tatev Tour""","","state institutions/NGO",4
"2122","44.5186430038849 40.1808402756602",50733,"HayPost 0001","","post_office",3
"2123","44.5187896987708 40.1806065134729",50734,"""iCentre""","","mall/shop(non-food)",14
"2124","44.5188660555699 40.1806680082426",50735,"""Hyur Service""","","state institutions/NGO",4
"2125","44.5186977112857 40.1810988132307",50736,"IPL RF ELITE Epilation Center","","beauty_salon",4
"2126","44.5193153030435 40.1808693757704",50737,"""Big""","","supermarket/shop(food)",10
"2127","44.5167782810181 40.1811270210132",50740,"???-???","""X-TECH""","state institutions/NGO",4
"2128","44.5170467874565 40.1816476618234",50745,"???????","MosCafe","restaurant/cafe",6
"2129","44.517346914593 40.1814205596992",50746,"""????"" ??????? ????","""KAMI"" music club","pub/bar",4
"2130","44.5166777595378 40.1820661756233",50747,"???????? ???????????? ??????","Russian Drama Theater","cinema/theatre/museum",6
"2131","44.5170583757237 40.1824317725614",50749,"?? ?????? ??????????????","Ministry of Sport","state institutions/NGO",4
"2132","44.5171030219933 40.1824765197892",50750,"?????? ??????","Brioni Canali","mall/shop(non-food)",14
"2133","44.5171403020776 40.1823813975794",50751,"ABB (ATM)","ABB (ATM)","bank/atm",10
"2134","44.5174637854114 40.1821496996328",50753,"","","bank/atm",10
"2135","44.5173893150744 40.1822175070521",50755,"?????????","Inecobank","bank/atm",10
"2136","44.5176945626079 40.182445018293",50759,"?????","Baguette","restaurant/cafe",6
"2137","44.5185745522602 40.1814174712698",50761,"""RAF COMPUTERS""","""RAF COMPUTERS""","mall/shop(non-food)",14
"2138","44.5180149018382 40.1817419614848",50762,"?????????","Inecobank","bank/atm",10
"2139","44.51860392717 40.1817571976623",50763,"","","healthcare",10
"2140","44.5188213194688 40.1812544019972",50764,"""Sali"" Made in Armenia","","mall/shop(non-food)",14
"2141","44.5190191284943 40.1811703964613",50766,"","","restaurant/cafe",6
"2142","44.5191121041263 40.1814095786162",50768,"Brabion","","mall/shop(non-food)",14
"2143","44.5192543972673 40.1813354562596",50769,"","","restaurant/cafe",6
